"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"MBL","SETD2","WGD","M",1,1,1
"MBL","SF3B1","WGD","WT",4,4,1
"MBL","SF3B1","HM","WT",1,1,1
"MBL","SF3B1","Classic","WT",1,1,1
"MBL","SMARCA4","WGD","WT",3,3,1
"MBL","SMARCA4","Classic","M",2,3,0.666666666666667
"MBL","SMARCA4","Classic","WT",1,3,0.333333333333333
"MBL","SMARCB1","WGD","WT",3,3,1
"MBL","SMARCB1","HM","WT",1,1,1
"MBL","SMO","WGD","M",2,4,0.5
"MBL","SMO","WGD","WT",2,4,0.5
"MBL","SMO","HM","M",1,1,1
"MBL","SMO","Classic","M",1,4,0.25
"MBL","SMO","Classic","WT",3,4,0.75
"MBL","STAG1","WGD","CI_M",1,1,1
"MBL","STAG1","Classic","CI_M",1,1,1
"MBL","SUFU","Classic","CNA_driver",1,1,1
"MBL","TBR1","WGD","M",1,1,1
"MBL","TBR1","Classic","M",2,2,1
"MBL","TCF4","WGD","M",1,5,0.2
"MBL","TCF4","WGD","WT",4,5,0.8
"MBL","TCF4","HM","WT",1,1,1
"MBL","TCF4","Classic","M",1,3,0.333333333333333
"MBL","TCF4","Classic","WT",2,3,0.666666666666667
"MBL","TERT","Classic","M",2,2,1
"MBL","TET1","WGD","WT",6,6,1
"MBL","TP53","WGD","WT",2,2,1
"MBL","TP53","Classic","WT",1,1,1
"MBL","TPR","WGD","WT",5,5,1
"MBL","TPR","HM","WT",1,1,1
"MBL","TPR","Classic","WT",2,2,1
"MBL","TRIM33","WGD","WT",5,5,1
"MBL","WNK1","Classic","M",1,1,1
"MBL","XPA","WGD","M",1,1,1
"MBL","ZNF274","WGD","WT",3,3,1
"MEL","AFF1","WGD","WT",26,26,1
"MEL","AFF1","HM","WT",1,1,1
"MEL","APC","WGD","WT",24,24,1
"MEL","APC","HM","WT",1,1,1
"MEL","ARID1A","WGD","M",1,1,1
"MEL","ARID2","WGD","WT",28,28,1
"MEL","ARID2","Classic","WT",1,1,1
"MEL","ATM","WGD","M",1,23,0.0434782608695652
"MEL","ATM","WGD","WT",22,23,0.956521739130435
"MEL","ATM","HM","CNA_driver",1,1,1
"MEL","ATM","Classic","WT",2,2,1
"MEL","ATR","WGD","WT",23,23,1
"MEL","ATR","HM","WT",1,1,1
"MEL","ATR","Classic","WT",1,1,1
"MEL","B2M","WGD","CNA_driver",4,29,0.137931034482759
"MEL","B2M","WGD","WT",25,29,0.862068965517241
"MEL","B2M","HM","CNA_driver",1,2,0.5
"MEL","B2M","HM","WT",1,2,0.5
"MEL","B2M","Classic","CNA_driver",1,2,0.5
"MEL","B2M","Classic","WT",1,2,0.5
"MEL","BAP1","Classic","M",1,1,1
"MEL","BCLAF1","WGD","WT",27,27,1
"MEL","BCLAF1","HM","WT",1,1,1
"MEL","BCLAF1","Classic","WT",1,1,1
"MEL","BRAF","WGD","M",11,19,0.578947368421053
"MEL","BRAF","WGD","WT",8,19,0.421052631578947
"MEL","BRAF","HM","M",2,2,1
"MEL","BRAF","Classic","M",7,13,0.538461538461538
"MEL","BRAF","Classic","WT",6,13,0.461538461538462
"MEL","BRCA1","WGD","WT",15,15,1
"MEL","BRCA1","Classic","WT",1,1,1
"MEL","BRD7","WGD","WT",27,27,1
"MEL","BUB1","WGD","CI_M",6,6,1
"MEL","BUB1","HM","CI_M",1,1,1
"MEL","BUB1B","WGD","CI_M",8,8,1
"MEL","BUB3","WGD","CI_M",2,2,1
"MEL","CADM2","WGD","WT",25,25,1
"MEL","CADM2","Classic","WT",2,2,1
"MEL","CCND1","WGD","CNA_driver",6,6,1
"MEL","CCND1","Classic","CNA_driver",1,1,1
"MEL","CDC20","WGD","CI_M",1,1,1
"MEL","CDK12","WGD","WT",15,15,1
"MEL","CDK12","Classic","M",1,2,0.5
"MEL","CDK12","Classic","WT",1,2,0.5
"MEL","CDK4","WGD","CNA_driver",2,29,0.0689655172413793
"MEL","CDK4","WGD","WT",27,29,0.931034482758621
"MEL","CDK4","HM","CNA_driver",1,1,1
"MEL","CDK4","Classic","WT",1,1,1
"MEL","CDKN2A","WGD","CNA_driver",12,28,0.428571428571429
"MEL","CDKN2A","WGD","M",5,28,0.178571428571429
"MEL","CDKN2A","WGD","WT",11,28,0.392857142857143
"MEL","CDKN2A","HM","M",1,3,0.333333333333333
"MEL","CDKN2A","HM","WT",2,3,0.666666666666667
"MEL","CDKN2A","Classic","CNA_driver",7,12,0.583333333333333
"MEL","CDKN2A","Classic","M",3,12,0.25
"MEL","CDKN2A","Classic","WT",2,12,0.166666666666667
"MEL","CHD8","WGD","M",1,1,1
"MEL","COL1A1","WGD","WT",19,19,1
"MEL","COL1A1","Classic","WT",2,2,1
"MEL","COL6A3","WGD","WT",21,21,1
"MEL","COL6A3","HM","WT",1,1,1
"MEL","COL6A3","Classic","WT",1,1,1
"MEL","CSMD3","WGD","WT",13,13,1
"MEL","CSMD3","HM","WT",1,1,1
"MEL","CSMD3","Classic","WT",4,4,1
"MEL","CTNNA2","WGD","WT",25,25,1
"MEL","CTNNA2","HM","WT",1,1,1
"MEL","CTNNA2","Classic","WT",1,1,1
"MEL","CTNNB1","WGD","WT",26,26,1
"MEL","CTNNB1","HM","WT",1,1,1
"MEL","CTNNB1","Classic","M",1,3,0.333333333333333
"MEL","CTNNB1","Classic","WT",2,3,0.666666666666667
"MEL","CTNND2","WGD","WT",19,19,1
"MEL","CTNND2","HM","WT",2,2,1
"MEL","CUX1","WGD","WT",8,8,1
"MEL","CUX1","HM","WT",1,1,1
"MEL","CUX1","Classic","WT",6,6,1
"MEL","CYP2C8","WGD","WT",21,21,1
"MEL","DCC","Classic","M",1,1,1
"MEL","DDB2","HM","M",1,1,1
"MEL","DICER1","WGD","WT",22,22,1
"MEL","DICER1","HM","WT",1,1,1
"MEL","DICER1","Classic","WT",1,1,1
"MEL","ELL","WGD","WT",21,21,1
"MEL","EPHA3","WGD","WT",10,10,1
"MEL","EPHB2","Classic","M",1,1,1
"MEL","ERBB4","WGD","M",2,23,0.0869565217391304
"MEL","ERBB4","WGD","WT",21,23,0.91304347826087
"MEL","ERBB4","HM","M",1,2,0.5
"MEL","ERBB4","HM","WT",1,2,0.5
"MEL","ERBB4","Classic","M",1,2,0.5
"MEL","ERBB4","Classic","WT",1,2,0.5
"MEL","ERCC2","WGD","CNA_driver",1,1,1
"MEL","ERCC3","WGD","WT",24,24,1
"MEL","ERCC3","HM","WT",1,1,1
"MEL","ERCC3","Classic","M",2,3,0.666666666666667
"MEL","ERCC3","Classic","WT",1,3,0.333333333333333
"MEL","ESR1","WGD","WT",25,25,1
"MEL","ESR1","HM","WT",1,1,1
"MEL","ESR1","Classic","WT",1,1,1
"MEL","FANCA","WGD","CNA_driver",1,1,1
"MEL","FANCD2","WGD","CI_M",13,13,1
"MEL","FANCD2","HM","CI_M",1,1,1
"MEL","FANCD2","Classic","CI_M",1,1,1
"MEL","FAT3","WGD","WT",23,23,1
"MEL","FAT3","Classic","WT",1,1,1
"MEL","FAT4","WGD","WT",27,27,1
"MEL","FAT4","HM","WT",1,1,1
"MEL","GNA11","WGD","WT",17,17,1
"MEL","GNA11","Classic","WT",1,1,1
"MEL","GNAI2","WGD","M",1,1,1
"MEL","GNAS","WGD","M",1,1,1
"MEL","GRM3","WGD","WT",9,9,1
"MEL","GRM3","Classic","WT",6,6,1
"MEL","HDAC2","Classic","M",1,1,1
"MEL","HLA-A","WGD","WT",17,17,1
"MEL","HLA-A","HM","WT",4,4,1
"MEL","HLA-A","Classic","WT",11,11,1
"MEL","HSP90AB1","WGD","WT",18,18,1
"MEL","HSP90AB1","HM","WT",3,3,1
"MEL","HSP90AB1","Classic","WT",11,11,1
"MEL","IDH1","WGD","WT",24,24,1
"MEL","IDH1","HM","WT",1,1,1
"MEL","IDH1","Classic","M",1,2,0.5
"MEL","IDH1","Classic","WT",1,2,0.5
"MEL","INPPL1","Classic","M",1,1,1
"MEL","IRF8","WGD","M",2,2,1
"MEL","KDR","WGD","M",1,1,1
"MEL","KIF11","WGD","CI_M",4,4,1
"MEL","KIF18A","WGD","CI_M",7,7,1
"MEL","KIF18B","WGD","CI_M",7,7,1
"MEL","KIF2A","WGD","CI_M",15,15,1
"MEL","KIF2A","HM","CI_M",1,1,1
"MEL","KIF2A","Classic","CI_M",1,1,1
"MEL","KIF2B","WGD","CI_M",3,3,1
"MEL","KIF2B","Classic","CI_M",1,1,1
"MEL","KIF2C","WGD","CI_M",10,10,1
"MEL","KIT","WGD","CNA_driver",1,27,0.037037037037037
"MEL","KIT","WGD","M",1,27,0.037037037037037
"MEL","KIT","WGD","WT",25,27,0.925925925925926
"MEL","KIT","HM","WT",1,1,1
"MEL","KIT","Classic","M",1,1,1
"MEL","KLF6","WGD","WT",14,14,1
"MEL","KLF6","HM","WT",1,1,1
"MEL","KMT2C","WGD","WT",11,11,1
"MEL","KMT2C","HM","WT",1,1,1
"MEL","KMT2C","Classic","WT",8,8,1
"MEL","KRAS","WGD","WT",25,25,1
"MEL","KRAS","Classic","WT",1,1,1
"MEL","LIFR","WGD","WT",20,20,1
"MEL","LIFR","HM","WT",2,2,1
"MEL","LRP1B","WGD","WT",22,22,1
"MEL","LRP1B","HM","WT",1,1,1
"MEL","LRP1B","Classic","WT",1,1,1
"MEL","MAP2K1","WGD","WT",27,27,1
"MEL","MAP2K1","HM","WT",2,2,1
"MEL","MAP2K1","Classic","M",1,2,0.5
"MEL","MAP2K1","Classic","WT",1,2,0.5
"MEL","MDGA2","WGD","WT",21,21,1
"MEL","MDGA2","HM","WT",1,1,1
"MEL","MDGA2","Classic","WT",2,2,1
"MEL","MDM2","WGD","CNA_driver",3,3,1
"MEL","MECOM","WGD","WT",23,23,1
"MEL","MECOM","HM","WT",1,1,1
"MEL","MECOM","Classic","WT",1,1,1
"MEL","MEN1","WGD","M",2,2,1
"MEL","MLLT3","WGD","WT",16,16,1
"MEL","MLLT3","HM","WT",2,2,1
"MEL","MLLT3","Classic","WT",2,2,1
"MEL","MUTYH","Classic","M",1,1,1
"MEL","MXD1","WGD","CI_M",8,8,1
"MEL","MXD1","Classic","CI_M",1,1,1
"MEL","MYH11","WGD","WT",26,26,1
"MEL","NACA","WGD","WT",28,28,1
"MEL","NACA","Classic","WT",1,1,1
"MEL","NF1","WGD","M",1,18,0.0555555555555556
"MEL","NF1","WGD","WT",17,18,0.944444444444444
"MEL","NF1","Classic","M",1,2,0.5
"MEL","NF1","Classic","WT",1,2,0.5
"MEL","NF2","WGD","WT",15,15,1
"MEL","NF2","HM","WT",3,3,1
"MEL","NF2","Classic","WT",1,1,1
"MEL","NOTCH1","WGD","WT",16,16,1
"MEL","NOTCH1","HM","WT",2,2,1
"MEL","NOTCH1","Classic","WT",3,3,1
"MEL","NOTCH2","WGD","CNA_driver",2,2,1
"MEL","NOTCH2","Classic","CNA_driver",1,1,1
"MEL","NRAS","WGD","M",6,28,0.214285714285714
"MEL","NRAS","WGD","WT",22,28,0.785714285714286
"MEL","NRAS","HM","M",1,1,1
"MEL","NRAS","Classic","M",6,7,0.857142857142857
"MEL","NRAS","Classic","WT",1,7,0.142857142857143
"MEL","NSD1","WGD","WT",19,19,1
"MEL","NSD1","HM","WT",1,1,1
"MEL","NSD1","Classic","WT",1,1,1
"MEL","PBRM1","WGD","WT",25,25,1
"MEL","PBRM1","Classic","WT",2,2,1
"MEL","PDCD1LG2","WGD","WT",17,17,1
"MEL","PDCD1LG2","HM","WT",3,3,1
"MEL","PDCD1LG2","Classic","WT",3,3,1
"MEL","PDS5A","WGD","CI_M",13,13,1
"MEL","PDS5B","WGD","CI_M",11,11,1
"MEL","PDS5B","HM","CI_M",4,4,1
"MEL","PDS5B","Classic","CI_M",1,1,1
"MEL","PIK3R1","Classic","M",2,2,1
"MEL","PLK1","WGD","CI_M",1,1,1
"MEL","PLK4","WGD","CI_M",6,6,1
"MEL","PLXNC1","WGD","WT",27,27,1
"MEL","PLXNC1","Classic","WT",1,1,1
"MEL","POLQ","WGD","WT",22,22,1
"MEL","POLQ","Classic","WT",1,1,1
"MEL","POT1","WGD","WT",10,10,1
"MEL","POT1","HM","WT",2,2,1
"MEL","POT1","Classic","WT",8,8,1
"MEL","PPP6C","WGD","WT",14,14,1
"MEL","PPP6C","HM","WT",2,2,1
"MEL","PPP6C","Classic","M",2,4,0.5
"MEL","PPP6C","Classic","WT",2,4,0.5
"MEL","PREX2","WGD","WT",15,15,1
"MEL","PREX2","HM","WT",1,1,1
"MEL","PREX2","Classic","WT",4,4,1
"MEL","PTEN","WGD","CNA_driver",2,22,0.0909090909090909
"MEL","PTEN","WGD","M",1,22,0.0454545454545455
"MEL","PTEN","WGD","WT",19,22,0.863636363636364
"MEL","PTEN","HM","CNA_driver",1,1,1
"MEL","PTEN","Classic","CNA_driver",3,5,0.6
"MEL","PTEN","Classic","M",2,5,0.4
"MEL","PTPN6","WGD","WT",26,26,1
"MEL","PTPN6","Classic","WT",1,1,1
"MEL","PTPRB","WGD","WT",25,25,1
"MEL","PTPRB","Classic","WT",1,1,1
"MEL","PTPRC","WGD","WT",12,12,1
"MEL","PTPRC","Classic","WT",5,5,1
"MEL","PTPRD","WGD","WT",17,17,1
"MEL","PTPRD","HM","WT",3,3,1
"MEL","PTPRD","Classic","WT",3,3,1
"MEL","PTPRT","WGD","WT",16,16,1
"MEL","PTPRT","HM","WT",5,5,1
"MEL","PTPRT","Classic","WT",4,4,1
"MEL","QKI","WGD","WT",24,24,1
"MEL","QKI","HM","WT",1,1,1
"MEL","QKI","Classic","WT",1,1,1
"MEL","RAC1","WGD","M",1,10,0.1
"MEL","RAC1","WGD","WT",9,10,0.9
"MEL","RAC1","HM","WT",2,2,1
"MEL","RAC1","Classic","M",1,5,0.2
"MEL","RAC1","Classic","WT",4,5,0.8
"MEL","RAD54L","WGD","M",1,1,1
"MEL","RB1","WGD","M",1,21,0.0476190476190476
"MEL","RB1","WGD","WT",20,21,0.952380952380952
"MEL","RB1","HM","WT",3,3,1
"MEL","RB1","Classic","WT",2,2,1
"MEL","RET","WGD","WT",20,20,1
"MEL","RGPD3","WGD","WT",26,26,1
"MEL","RGPD3","HM","WT",1,1,1
"MEL","RGPD3","Classic","WT",1,1,1
"MEL","RGS7","WGD","WT",16,16,1
"MEL","RGS7","Classic","WT",4,4,1
"MEL","ROBO2","WGD","WT",22,22,1
"MEL","ROBO2","Classic","WT",2,2,1
"MEL","RPL5","WGD","WT",27,27,1
"MEL","RPL5","Classic","WT",3,3,1
"MEL","RUNX1T1","WGD","WT",13,13,1
"MEL","RUNX1T1","HM","WT",1,1,1
"MEL","RUNX1T1","Classic","WT",4,4,1
"MEL","SETD2","WGD","WT",25,25,1
"MEL","SETD2","Classic","WT",2,2,1
"MEL","SF3B1","WGD","WT",24,24,1
"MEL","SF3B1","HM","WT",1,1,1
"MEL","SF3B1","Classic","WT",1,1,1
"MEL","SMARCA4","WGD","CNA_driver",1,1,1
"MEL","SMC3","WGD","CI_M",4,4,1
"MEL","STAG1","WGD","CI_M",18,18,1
"MEL","STK11","WGD","M",1,1,1
"MEL","TERT","WGD","CNA_driver",2,9,0.222222222222222
"MEL","TERT","WGD","M",7,9,0.777777777777778
"MEL","TERT","HM","M",2,2,1
"MEL","TERT","Classic","M",7,7,1
"MEL","TP53","WGD","M",4,25,0.16
"MEL","TP53","WGD","WT",21,25,0.84
"MEL","TP53","HM","WT",1,1,1
"MEL","TP53","Classic","M",4,4,1
"MEL","TP63","WGD","WT",20,20,1
"MEL","TP63","HM","WT",1,1,1
"MEL","TP63","Classic","WT",2,2,1
"MEL","TRIB3","WGD","CI_M",2,2,1
"MEL","TRIB3","HM","CI_M",1,1,1
"MEL","TRRAP","WGD","WT",8,8,1
"MEL","TRRAP","HM","M",1,1,1
"MEL","TRRAP","Classic","M",1,6,0.166666666666667
"MEL","TRRAP","Classic","WT",5,6,0.833333333333333
"MEL","TUBGCP2","WGD","CI_M",9,9,1
"MEL","UBR5","WGD","WT",12,12,1
"MEL","UBR5","HM","WT",1,1,1
"MEL","UBR5","Classic","WT",4,4,1
"MEL","USP44","WGD","CI_M",5,5,1
"MEL","WAPAL","WGD","CI_M",7,7,1
"MEL","WT1","WGD","WT",27,27,1
"MEL","WT1","Classic","WT",1,1,1
"MEL","enhancers::chr7:86865600-86866400::NA::NA","WGD","M",1,1,1
"MEL","lncrna.promCore::gencode::RMRP::ENSG00000269900.2","WGD","M",1,1,1
"MLYM","BCL2","Classic","WT",1,1,1
"MLYM","BCL6","Classic","WT",1,1,1
"MLYM","CDKN2A","Classic","CNA_driver",2,2,1
"MLYM","CREBBP","Classic","WT",1,1,1
"MLYM","EZH2","Classic","WT",1,1,1
"MLYM","FANCD2","Classic","CI_M",1,1,1
"MLYM","FCGR2B","Classic","WT",1,1,1
"MLYM","KLHL6","Classic","WT",1,1,1
"MLYM","MYC","Classic","WT",1,1,1
"MLYM","MYD88","Classic","WT",1,1,1
"MLYM","PRDM1","Classic","CNA_driver",1,1,1
"MLYM","RHOA","Classic","WT",1,1,1
"MLYM","ROBO2","Classic","WT",1,1,1
"MLYM","SOCS1","Classic","WT",1,1,1
"MLYM","STAG1","Classic","CI_M",2,2,1
"MLYM","TBL1XR1","Classic","WT",1,1,1
"MLYM","TMEM30A","Classic","M",1,1,1
"NHL","ARID1A","WGD","M",1,8,0.125
"NHL","ARID1A","WGD","WT",7,8,0.875
"NHL","ARID1A","Classic","M",6,9,0.666666666666667
"NHL","ARID1A","Classic","WT",3,9,0.333333333333333
"NHL","ARID1B","Classic","M",1,1,1
"NHL","ARID4B","Classic","M",1,1,1
"NHL","ATR","Classic","M",1,1,1
"NHL","B2M","WGD","M",1,6,0.166666666666667
"NHL","B2M","WGD","WT",5,6,0.833333333333333
"NHL","B2M","HM","M",1,2,0.5
"NHL","B2M","HM","WT",1,2,0.5
"NHL","B2M","Classic","CNA_driver",2,10,0.2
"NHL","B2M","Classic","M",7,10,0.7
"NHL","B2M","Classic","WT",1,10,0.1
"NHL","BCL11A","WGD","WT",5,5,1
"NHL","BCL11A","HM","WT",2,2,1
"NHL","BCL11A","Classic","WT",7,7,1
"NHL","BCL2","WGD","WT",3,3,1
"NHL","BCL2","HM","WT",3,3,1
"NHL","BCL2","Classic","WT",12,12,1
"NHL","BCR","WGD","WT",8,8,1
"NHL","BCR","HM","WT",1,1,1
"NHL","BIRC6","WGD","WT",5,5,1
"NHL","BIRC6","HM","WT",1,1,1
"NHL","BIRC6","Classic","WT",4,4,1
"NHL","BRAF","Classic","M",1,1,1
"NHL","BTG1","WGD","M",1,6,0.166666666666667
"NHL","BTG1","WGD","WT",5,6,0.833333333333333
"NHL","BTG1","HM","M",2,3,0.666666666666667
"NHL","BTG1","HM","WT",1,3,0.333333333333333
"NHL","BTG1","Classic","M",9,14,0.642857142857143
"NHL","BTG1","Classic","WT",5,14,0.357142857142857
"NHL","BTG2","WGD","WT",4,4,1
"NHL","BTG2","Classic","WT",13,13,1
"NHL","CARD11","WGD","WT",4,4,1
"NHL","CARD11","Classic","M",9,16,0.5625
"NHL","CARD11","Classic","WT",7,16,0.4375
"NHL","CASP8","WGD","WT",5,5,1
"NHL","CASP8","Classic","WT",6,6,1
"NHL","CCND3","WGD","WT",5,5,1
"NHL","CCND3","Classic","M",2,13,0.153846153846154
"NHL","CCND3","Classic","WT",11,13,0.846153846153846
"NHL","CD58","WGD","WT",5,5,1
"NHL","CD58","Classic","WT",3,3,1
"NHL","CD79B","WGD","WT",5,5,1
"NHL","CD79B","HM","WT",1,1,1
"NHL","CD79B","Classic","WT",9,9,1
"NHL","CDKN2A","WGD","CNA_driver",1,1,1
"NHL","CDKN2A","HM","M",1,1,1
"NHL","CDKN2A","Classic","CNA_driver",2,3,0.666666666666667
"NHL","CDKN2A","Classic","M",1,3,0.333333333333333
"NHL","CREBBP","WGD","M",2,7,0.285714285714286
"NHL","CREBBP","WGD","WT",5,7,0.714285714285714
"NHL","CREBBP","HM","M",1,1,1
"NHL","CREBBP","Classic","M",19,20,0.95
"NHL","CREBBP","Classic","WT",1,20,0.05
"NHL","CSNK1A1","Classic","M",1,1,1
"NHL","CYLD","WGD","M",1,1,1
"NHL","CYLD","Classic","M",1,1,1
"NHL","DDX3X","Classic","CNA_driver",1,1,1
"NHL","DNM2","Classic","M",2,2,1
"NHL","EBF1","WGD","M",2,5,0.4
"NHL","EBF1","WGD","WT",3,5,0.6
"NHL","EBF1","HM","WT",1,1,1
"NHL","EBF1","Classic","M",5,9,0.555555555555556
"NHL","EBF1","Classic","WT",4,9,0.444444444444444
"NHL","EEF1A1","Classic","M",3,3,1
"NHL","EP300","WGD","WT",8,8,1
"NHL","EP300","HM","WT",1,1,1
"NHL","EP300","Classic","M",1,1,1
"NHL","ERBB4","WGD","M",1,1,1
"NHL","EZH2","WGD","WT",4,4,1
"NHL","EZH2","Classic","M",8,13,0.615384615384615
"NHL","EZH2","Classic","WT",5,13,0.384615384615385
"NHL","FANCD2","WGD","CI_M",2,2,1
"NHL","FANCD2","Classic","CI_M",1,1,1
"NHL","FAS","HM","M",1,1,1
"NHL","FAS","Classic","CNA_driver",1,2,0.5
"NHL","FAS","Classic","M",1,2,0.5
"NHL","FBXO11","WGD","WT",5,5,1
"NHL","FBXO11","HM","WT",1,1,1
"NHL","FBXO11","Classic","M",6,10,0.6
"NHL","FBXO11","Classic","WT",4,10,0.4
"NHL","FOXO1","WGD","WT",6,6,1
"NHL","FOXO1","HM","WT",1,1,1
"NHL","FOXO1","Classic","M",5,5,1
"NHL","GNA13","WGD","M",1,1,1
"NHL","GNA13","HM","CNA_driver",1,1,1
"NHL","GNA13","Classic","M",3,3,1
"NHL","GNAI2","WGD","WT",7,7,1
"NHL","GNAI2","Classic","M",7,8,0.875
"NHL","GNAI2","Classic","WT",1,8,0.125
"NHL","GRB2","WGD","M",1,1,1
"NHL","GRB2","Classic","M",1,1,1
"NHL","HIST1H2AG","WGD","M",1,1,1
"NHL","HIST1H2AG","Classic","M",4,4,1
"NHL","HIST1H3I","Classic","M",1,1,1
"NHL","HLA-B","WGD","M",2,2,1
"NHL","HLA-B","HM","M",1,1,1
"NHL","HLA-B","Classic","M",3,3,1
"NHL","ID3","WGD","WT",7,7,1
"NHL","ID3","Classic","WT",4,4,1
"NHL","IDH1","Classic","M",1,1,1
"NHL","ING1","Classic","M",1,1,1
"NHL","IRF1","HM","M",1,1,1
"NHL","IRF1","Classic","M",1,1,1
"NHL","IRF4","WGD","WT",4,4,1
"NHL","IRF4","Classic","WT",15,15,1
"NHL","KIF11","HM","CI_M",1,1,1
"NHL","KIF18A","WGD","CI_M",1,1,1
"NHL","KIF18A","HM","CI_M",3,3,1
"NHL","KIF2A","WGD","CI_M",2,2,1
"NHL","KIF2A","HM","CI_M",2,2,1
"NHL","KIF2A","Classic","CI_M",3,3,1
"NHL","KLF6","Classic","M",1,1,1
"NHL","KLHL6","WGD","M",2,8,0.25
"NHL","KLHL6","WGD","WT",6,8,0.75
"NHL","KLHL6","HM","WT",1,1,1
"NHL","KLHL6","Classic","M",4,9,0.444444444444444
"NHL","KLHL6","Classic","WT",5,9,0.555555555555556
"NHL","KMT2D","WGD","M",2,6,0.333333333333333
"NHL","KMT2D","WGD","WT",4,6,0.666666666666667
"NHL","KMT2D","HM","WT",3,3,1
"NHL","KMT2D","Classic","M",22,27,0.814814814814815
"NHL","KMT2D","Classic","WT",5,27,0.185185185185185
"NHL","LRPPRC","Classic","M",1,1,1
"NHL","MAD2L2","Classic","CI_M",1,1,1
"NHL","MAP2K1","Classic","M",1,1,1
"NHL","MCL1","WGD","M",1,1,1
"NHL","MCL1","HM","M",2,2,1
"NHL","MCL1","Classic","M",4,4,1
"NHL","MEF2B","WGD","M",1,5,0.2
"NHL","MEF2B","WGD","WT",4,5,0.8
"NHL","MEF2B","Classic","M",4,6,0.666666666666667
"NHL","MEF2B","Classic","WT",2,6,0.333333333333333
"NHL","MTOR","Classic","M",1,1,1
"NHL","MXD1","WGD","CI_M",1,1,1
"NHL","MXD1","Classic","CI_M",1,1,1
"NHL","MYC","WGD","M",2,4,0.5
"NHL","MYC","WGD","WT",2,4,0.5
"NHL","MYC","Classic","M",4,11,0.363636363636364
"NHL","MYC","Classic","WT",7,11,0.636363636363636
"NHL","MYD88","WGD","M",1,7,0.142857142857143
"NHL","MYD88","WGD","WT",6,7,0.857142857142857
"NHL","MYD88","HM","M",1,1,1
"NHL","MYD88","Classic","M",4,6,0.666666666666667
"NHL","MYD88","Classic","WT",2,6,0.333333333333333
"NHL","NFKBIA","WGD","WT",6,6,1
"NHL","NFKBIA","HM","WT",2,2,1
"NHL","NFKBIA","Classic","WT",1,1,1
"NHL","NFKBIE","WGD","WT",5,5,1
"NHL","NFKBIE","Classic","M",2,11,0.181818181818182
"NHL","NFKBIE","Classic","WT",9,11,0.818181818181818
"NHL","NFKBIZ","HM","M",1,1,1
"NHL","NFKBIZ","Classic","M",3,3,1
"NHL","NOTCH2","WGD","WT",6,6,1
"NHL","NOTCH2","Classic","M",1,3,0.333333333333333
"NHL","NOTCH2","Classic","WT",2,3,0.666666666666667
"NHL","NRAS","Classic","M",1,1,1
"NHL","PDS5A","WGD","CI_M",2,2,1
"NHL","PDS5B","WGD","CI_M",3,3,1
"NHL","PHF6","Classic","CNA_driver",2,2,1
"NHL","PIK3CB","Classic","M",1,1,1
"NHL","PIK3CD","Classic","M",1,1,1
"NHL","PIK3R1","Classic","M",1,1,1
"NHL","PIM1","WGD","WT",5,5,1
"NHL","PIM1","Classic","WT",13,13,1
"NHL","PLK1","WGD","CI_M",1,1,1
"NHL","PLK1","Classic","CI_M",1,1,1
"NHL","POU2F2","WGD","WT",5,5,1
"NHL","POU2F2","HM","WT",1,1,1
"NHL","POU2F2","Classic","WT",1,1,1
"NHL","PRDM1","WGD","WT",5,5,1
"NHL","PRDM1","Classic","WT",1,1,1
"NHL","PRKCD","WGD","WT",7,7,1
"NHL","PRKCD","Classic","M",6,8,0.75
"NHL","PRKCD","Classic","WT",2,8,0.25
"NHL","PTEN","Classic","M",1,1,1
"NHL","PTPRD","WGD","WT",4,4,1
"NHL","PTPRD","Classic","WT",2,2,1
"NHL","RFTN1","WGD","M",1,1,1
"NHL","RFTN1","HM","M",2,2,1
"NHL","RFTN1","Classic","M",8,8,1
"NHL","RHOA","WGD","WT",7,7,1
"NHL","RHOA","Classic","M",3,5,0.6
"NHL","RHOA","Classic","WT",2,5,0.4
"NHL","RRAGC","WGD","M",1,8,0.125
"NHL","RRAGC","WGD","WT",7,8,0.875
"NHL","RRAGC","Classic","M",6,10,0.6
"NHL","RRAGC","Classic","WT",4,10,0.4
"NHL","SGK1","WGD","WT",6,6,1
"NHL","SGK1","HM","M",1,1,1
"NHL","SGK1","Classic","M",4,5,0.8
"NHL","SGK1","Classic","WT",1,5,0.2
"NHL","SIN3A","WGD","WT",6,6,1
"NHL","SIN3A","HM","WT",2,2,1
"NHL","SIN3A","Classic","WT",3,3,1
"NHL","SMARCA4","WGD","M",1,6,0.166666666666667
"NHL","SMARCA4","WGD","WT",5,6,0.833333333333333
"NHL","SMARCA4","HM","WT",1,1,1
"NHL","SMARCA4","Classic","M",3,6,0.5
"NHL","SMARCA4","Classic","WT",3,6,0.5
"NHL","SMC3","HM","CI_M",1,1,1
"NHL","SOCS1","WGD","WT",7,7,1
"NHL","SOCS1","HM","WT",1,1,1
"NHL","SOCS1","Classic","CNA_driver",1,9,0.111111111111111
"NHL","SOCS1","Classic","WT",8,9,0.888888888888889
"NHL","SPOP","WGD","WT",4,4,1
"NHL","SPOP","Classic","WT",5,5,1
"NHL","SRSF2","WGD","M",1,1,1
"NHL","SRSF7","WGD","M",1,1,1
