"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"PAAD","BRCA2","WGD","M",1,40,0.025
"PAAD","BRCA2","WGD","WT",39,40,0.975
"PAAD","BRCA2","HM","CNA_driver",1,2,0.5
"PAAD","BRCA2","HM","WT",1,2,0.5
"PAAD","BRCA2","Classic","CNA_driver",6,20,0.3
"PAAD","BRCA2","Classic","M",2,20,0.1
"PAAD","BRCA2","Classic","WT",12,20,0.6
"PAAD","BRD7","WGD","M",1,1,1
"PAAD","BUB1","WGD","CI_M",2,2,1
"PAAD","BUB1","Classic","CI_M",1,1,1
"PAAD","BUB1B","WGD","CI_M",2,2,1
"PAAD","BUB3","Classic","CI_M",1,1,1
"PAAD","CDH1","WGD","M",1,1,1
"PAAD","CDH10","WGD","WT",39,39,1
"PAAD","CDH10","HM","WT",1,1,1
"PAAD","CDH10","Classic","WT",5,5,1
"PAAD","CDKN1B","Classic","CNA_driver",1,2,0.5
"PAAD","CDKN1B","Classic","M",1,2,0.5
"PAAD","CDKN2A","WGD","CNA_driver",25,48,0.520833333333333
"PAAD","CDKN2A","WGD","M",9,48,0.1875
"PAAD","CDKN2A","WGD","WT",14,48,0.291666666666667
"PAAD","CDKN2A","HM","CNA_driver",1,1,1
"PAAD","CDKN2A","Classic","CNA_driver",45,60,0.75
"PAAD","CDKN2A","Classic","M",13,60,0.216666666666667
"PAAD","CDKN2A","Classic","WT",2,60,0.0333333333333333
"PAAD","CDKN2C","WGD","M",1,1,1
"PAAD","COL1A1","WGD","WT",43,43,1
"PAAD","COL1A1","Classic","WT",10,10,1
"PAAD","COL6A6","WGD","WT",43,43,1
"PAAD","COL6A6","HM","WT",1,1,1
"PAAD","COL6A6","Classic","WT",6,6,1
"PAAD","CSMD3","WGD","WT",34,34,1
"PAAD","CSMD3","HM","WT",1,1,1
"PAAD","CSMD3","Classic","WT",21,21,1
"PAAD","CTNNA2","WGD","WT",38,38,1
"PAAD","CTNNA2","Classic","WT",2,2,1
"PAAD","CTNNB1","WGD","M",1,1,1
"PAAD","CTNND2","WGD","WT",34,34,1
"PAAD","CTNND2","HM","WT",1,1,1
"PAAD","CTNND2","Classic","WT",5,5,1
"PAAD","CUL3","Classic","M",1,1,1
"PAAD","CUX1","WGD","WT",43,43,1
"PAAD","CUX1","HM","WT",1,1,1
"PAAD","CUX1","Classic","WT",6,6,1
"PAAD","CXCR4","WGD","WT",38,38,1
"PAAD","CXCR4","HM","WT",1,1,1
"PAAD","CXCR4","Classic","WT",2,2,1
"PAAD","DCC","WGD","CNA_driver",2,28,0.0714285714285714
"PAAD","DCC","WGD","WT",26,28,0.928571428571429
"PAAD","DCC","Classic","CNA_driver",4,6,0.666666666666667
"PAAD","DCC","Classic","WT",2,6,0.333333333333333
"PAAD","DROSHA","WGD","WT",41,41,1
"PAAD","DROSHA","HM","WT",1,1,1
"PAAD","DROSHA","Classic","WT",5,5,1
"PAAD","ELF3","WGD","M",1,1,1
"PAAD","EPHA2","Classic","CNA_driver",1,1,1
"PAAD","ERBB2","WGD","CNA_driver",1,1,1
"PAAD","ERBB2","Classic","CNA_driver",4,4,1
"PAAD","ERBB2IP","WGD","M",1,1,1
"PAAD","ERBB4","Classic","M",1,1,1
"PAAD","FAM135B","WGD","WT",36,36,1
"PAAD","FAM135B","HM","WT",1,1,1
"PAAD","FAM135B","Classic","WT",19,19,1
"PAAD","FANCD2","WGD","CI_M",2,2,1
"PAAD","FAT1","WGD","WT",38,38,1
"PAAD","FAT1","Classic","CNA_driver",1,3,0.333333333333333
"PAAD","FAT1","Classic","WT",2,3,0.666666666666667
"PAAD","FAT3","WGD","WT",44,44,1
"PAAD","FAT3","HM","WT",1,1,1
"PAAD","FAT3","Classic","WT",5,5,1
"PAAD","FBLN2","WGD","WT",43,43,1
"PAAD","FBLN2","Classic","WT",5,5,1
"PAAD","FBXW7","WGD","M",1,39,0.0256410256410256
"PAAD","FBXW7","WGD","WT",38,39,0.974358974358974
"PAAD","FBXW7","HM","WT",2,2,1
"PAAD","FBXW7","Classic","M",1,4,0.25
"PAAD","FBXW7","Classic","WT",3,4,0.75
"PAAD","FCRL4","WGD","WT",31,31,1
"PAAD","FCRL4","HM","WT",1,1,1
"PAAD","FCRL4","Classic","WT",30,30,1
"PAAD","FGFR1","Classic","M",1,1,1
"PAAD","FMN2","WGD","WT",29,29,1
"PAAD","FMN2","Classic","WT",27,27,1
"PAAD","GNAS","WGD","M",4,40,0.1
"PAAD","GNAS","WGD","WT",36,40,0.9
"PAAD","GNAS","HM","WT",3,3,1
"PAAD","GNAS","Classic","M",3,11,0.272727272727273
"PAAD","GNAS","Classic","WT",8,11,0.727272727272727
"PAAD","HLA-A","WGD","M",1,1,1
"PAAD","IGF2R","WGD","M",1,1,1
"PAAD","KDM6A","Classic","CNA_driver",1,1,1
"PAAD","KIF11","WGD","CI_M",5,5,1
"PAAD","KIF11","Classic","CI_M",1,1,1
"PAAD","KIF18A","WGD","CI_M",6,6,1
"PAAD","KIF18A","Classic","CI_M",1,1,1
"PAAD","KIF18B","WGD","CI_M",1,1,1
"PAAD","KIF2A","WGD","CI_M",13,13,1
"PAAD","KIF2A","Classic","CI_M",1,1,1
"PAAD","KIF2C","Classic","CI_M",1,1,1
"PAAD","KMT2A","WGD","WT",43,43,1
"PAAD","KMT2A","Classic","WT",6,6,1
"PAAD","KMT2C","WGD","WT",42,42,1
"PAAD","KMT2C","Classic","M",3,9,0.333333333333333
"PAAD","KMT2C","Classic","WT",6,9,0.666666666666667
"PAAD","KMT2D","WGD","WT",42,42,1
"PAAD","KMT2D","Classic","M",2,5,0.4
"PAAD","KMT2D","Classic","WT",3,5,0.6
"PAAD","KRAS","WGD","M",37,44,0.840909090909091
"PAAD","KRAS","WGD","WT",7,44,0.159090909090909
"PAAD","KRAS","HM","M",4,4,1
"PAAD","KRAS","Classic","M",68,68,1
"PAAD","LATS1","WGD","WT",37,37,1
"PAAD","LATS1","HM","WT",2,2,1
"PAAD","LATS1","Classic","WT",3,3,1
"PAAD","LPA","WGD","WT",36,36,1
"PAAD","LPA","HM","WT",2,2,1
"PAAD","LPA","Classic","WT",3,3,1
"PAAD","LRP1B","WGD","WT",37,37,1
"PAAD","LRP1B","HM","WT",1,1,1
"PAAD","LRP1B","Classic","WT",3,3,1
"PAAD","MAP2K1","WGD","M",1,1,1
"PAAD","MAP2K4","WGD","CNA_driver",5,47,0.106382978723404
"PAAD","MAP2K4","WGD","M",2,47,0.0425531914893617
"PAAD","MAP2K4","WGD","WT",40,47,0.851063829787234
"PAAD","MAP2K4","HM","CNA_driver",1,1,1
"PAAD","MAP2K4","Classic","CNA_driver",5,10,0.5
"PAAD","MAP2K4","Classic","M",3,10,0.3
"PAAD","MAP2K4","Classic","WT",2,10,0.2
"PAAD","MAP3K1","Classic","M",1,1,1
"PAAD","MARK2","WGD","WT",44,44,1
"PAAD","MXD1","WGD","CI_M",4,4,1
"PAAD","NCOA1","WGD","WT",40,40,1
"PAAD","NCOA1","Classic","WT",1,1,1
"PAAD","NF2","WGD","WT",27,27,1
"PAAD","NF2","Classic","WT",3,3,1
"PAAD","NFATC2","WGD","WT",37,37,1
"PAAD","NFATC2","HM","WT",3,3,1
"PAAD","NFATC2","Classic","WT",10,10,1
"PAAD","NRAS","Classic","M",1,1,1
"PAAD","PBRM1","Classic","CNA_driver",1,1,1
"PAAD","PDS5A","WGD","CI_M",7,7,1
"PAAD","PDS5B","WGD","CI_M",12,12,1
"PAAD","PDS5B","HM","CI_M",1,1,1
"PAAD","PDS5B","Classic","CI_M",4,4,1
"PAAD","PEG3","WGD","WT",37,37,1
"PAAD","PEG3","Classic","WT",12,12,1
"PAAD","PIK3CA","WGD","M",2,36,0.0555555555555556
"PAAD","PIK3CA","WGD","WT",34,36,0.944444444444444
"PAAD","PIK3CA","HM","WT",2,2,1
"PAAD","PIK3CA","Classic","M",2,10,0.2
"PAAD","PIK3CA","Classic","WT",8,10,0.8
"PAAD","PLK1","WGD","CI_M",1,1,1
"PAAD","PLK4","WGD","CI_M",1,1,1
"PAAD","PMS2","WGD","M",1,1,1
"PAAD","PRKAR1A","Classic","CNA_driver",1,1,1
"PAAD","PTDSS1","Classic","M",1,1,1
"PAAD","PTEN","Classic","CNA_driver",1,2,0.5
"PAAD","PTEN","Classic","M",1,2,0.5
"PAAD","PTPN3","WGD","WT",46,46,1
"PAAD","PTPN3","Classic","WT",5,5,1
"PAAD","PTPRB","Classic","M",1,1,1
"PAAD","PTPRD","WGD","WT",34,34,1
"PAAD","PTPRD","HM","WT",1,1,1
"PAAD","PTPRD","Classic","WT",6,6,1
"PAAD","PTPRT","WGD","WT",40,40,1
"PAAD","PTPRT","HM","WT",1,1,1
"PAAD","PTPRT","Classic","WT",9,9,1
"PAAD","RAD21","Classic","M",1,1,1
"PAAD","RAD50","Classic","M",1,1,1
"PAAD","RAF1","Classic","M",1,1,1
"PAAD","RB1","WGD","CNA_driver",2,3,0.666666666666667
"PAAD","RB1","WGD","M",1,3,0.333333333333333
"PAAD","RB1","Classic","CNA_driver",2,2,1
"PAAD","RBM10","WGD","CNA_driver",1,1,1
"PAAD","RIPK4","WGD","M",2,2,1
"PAAD","RIPK4","HM","M",1,1,1
"PAAD","RIPK4","Classic","M",1,1,1
"PAAD","RNF43","WGD","M",1,38,0.0263157894736842
"PAAD","RNF43","WGD","WT",37,38,0.973684210526316
"PAAD","RNF43","Classic","M",3,9,0.333333333333333
"PAAD","RNF43","Classic","WT",6,9,0.666666666666667
"PAAD","SETD1B","WGD","WT",39,39,1
"PAAD","SETD1B","Classic","WT",7,7,1
"PAAD","SETD2","WGD","WT",41,41,1
"PAAD","SETD2","Classic","M",4,5,0.8
"PAAD","SETD2","Classic","WT",1,5,0.2
"PAAD","SETDB1","WGD","WT",30,30,1
"PAAD","SETDB1","HM","WT",2,2,1
"PAAD","SETDB1","Classic","WT",29,29,1
"PAAD","SF3B1","WGD","M",1,37,0.027027027027027
"PAAD","SF3B1","WGD","WT",36,37,0.972972972972973
"PAAD","SF3B1","HM","M",1,1,1
"PAAD","SF3B1","Classic","M",1,8,0.125
"PAAD","SF3B1","Classic","WT",7,8,0.875
"PAAD","SF3B3","Classic","M",1,1,1
"PAAD","SMAD2","Classic","M",1,1,1
"PAAD","SMAD3","WGD","WT",39,39,1
"PAAD","SMAD3","HM","WT",1,1,1
"PAAD","SMAD3","Classic","WT",12,12,1
"PAAD","SMAD4","WGD","CNA_driver",11,33,0.333333333333333
"PAAD","SMAD4","WGD","M",9,33,0.272727272727273
"PAAD","SMAD4","WGD","WT",13,33,0.393939393939394
"PAAD","SMAD4","HM","CNA_driver",1,2,0.5
"PAAD","SMAD4","HM","M",1,2,0.5
"PAAD","SMAD4","Classic","CNA_driver",22,48,0.458333333333333
"PAAD","SMAD4","Classic","M",24,48,0.5
"PAAD","SMAD4","Classic","WT",2,48,0.0416666666666667
"PAAD","SMARCA4","WGD","WT",36,36,1
"PAAD","SMARCA4","Classic","WT",1,1,1
"PAAD","SMC3","WGD","CI_M",1,1,1
"PAAD","STAG1","WGD","CI_M",20,20,1
"PAAD","STAG1","HM","CI_M",1,1,1
"PAAD","STAG1","Classic","CI_M",5,5,1
"PAAD","STAT6","WGD","M",1,1,1
"PAAD","STK11","WGD","M",1,1,1
"PAAD","TET2","WGD","CNA_driver",1,1,1
"PAAD","TGFBR2","WGD","CNA_driver",5,45,0.111111111111111
"PAAD","TGFBR2","WGD","M",1,45,0.0222222222222222
"PAAD","TGFBR2","WGD","WT",39,45,0.866666666666667
"PAAD","TGFBR2","HM","CNA_driver",1,1,1
"PAAD","TGFBR2","Classic","CNA_driver",2,8,0.25
"PAAD","TGFBR2","Classic","M",3,8,0.375
"PAAD","TGFBR2","Classic","WT",3,8,0.375
"PAAD","TOB1","Classic","M",1,1,1
"PAAD","TP53","WGD","CNA_driver",5,63,0.0793650793650794
"PAAD","TP53","WGD","M",45,63,0.714285714285714
"PAAD","TP53","WGD","WT",13,63,0.206349206349206
"PAAD","TP53","HM","M",2,2,1
"PAAD","TP53","Classic","CNA_driver",8,65,0.123076923076923
"PAAD","TP53","Classic","M",56,65,0.861538461538462
"PAAD","TP53","Classic","WT",1,65,0.0153846153846154
"PAAD","TUBGCP2","WGD","CI_M",2,2,1
"PAAD","U2AF1","WGD","WT",28,28,1
"PAAD","U2AF1","Classic","WT",4,4,1
"PAAD","USP44","WGD","CI_M",3,3,1
"PAAD","USP44","Classic","CI_M",1,1,1
"PAAD","WAPAL","WGD","CI_M",5,5,1
"PAAD","WAPAL","Classic","CI_M",1,1,1
"PAAD","WT1","WGD","M",3,47,0.0638297872340425
"PAAD","WT1","WGD","WT",44,47,0.936170212765957
"PAAD","ZFP36L2","Classic","M",4,4,1
"PAAD","ZNF521","WGD","WT",19,19,1
"PAAD","ZNF521","Classic","WT",4,4,1
"PAAD","ZNRF3","Classic","CNA_driver",1,1,1
"PANET","ACVR1B","WGD","M",1,1,1
"PANET","ARID2","WGD","M",1,1,1
"PANET","ASXL1","Classic","M",1,1,1
"PANET","ATM","WGD","M",1,11,0.0909090909090909
"PANET","ATM","WGD","WT",10,11,0.909090909090909
"PANET","ATM","HM","WT",2,2,1
"PANET","ATM","Classic","CNA_driver",1,3,0.333333333333333
"PANET","ATM","Classic","M",1,3,0.333333333333333
"PANET","ATM","Classic","WT",1,3,0.333333333333333
"PANET","ATRX","WGD","CNA_driver",1,1,1
"PANET","ATRX","Classic","CNA_driver",2,2,1
"PANET","BCOR","Classic","CNA_driver",1,1,1
"PANET","BUB1","WGD","CI_M",2,2,1
"PANET","CDKN2A","WGD","M",1,1,1
"PANET","CDKN2C","WGD","CNA_driver",1,1,1
"PANET","CTNNB1","Classic","M",1,1,1
"PANET","DAXX","WGD","M",3,9,0.333333333333333
"PANET","DAXX","WGD","WT",6,9,0.666666666666667
"PANET","DAXX","HM","WT",2,2,1
"PANET","DAXX","Classic","M",4,4,1
"PANET","DDB2","Classic","CNA_driver",1,1,1
"PANET","DDX3X","Classic","CNA_driver",1,1,1
"PANET","DLC1","WGD","M",1,1,1
"PANET","DLC1","Classic","M",1,1,1
"PANET","DYNC1I1","WGD","M",2,2,1
"PANET","DYNC1I1","Classic","M",2,2,1
"PANET","EIF1AX","Classic","CNA_driver",1,1,1
"PANET","FANCD2","WGD","CI_M",2,2,1
"PANET","INPPL1","WGD","M",1,1,1
"PANET","INPPL1","Classic","CNA_driver",1,1,1
"PANET","KDM6A","Classic","CNA_driver",1,1,1
"PANET","KIF2A","WGD","CI_M",2,2,1
"PANET","KMT2C","WGD","WT",11,11,1
"PANET","KMT2C","HM","WT",5,5,1
"PANET","KMT2C","Classic","WT",5,5,1
"PANET","MEN1","WGD","CNA_driver",1,12,0.0833333333333333
"PANET","MEN1","WGD","M",5,12,0.416666666666667
"PANET","MEN1","WGD","WT",6,12,0.5
"PANET","MEN1","HM","M",1,2,0.5
"PANET","MEN1","HM","WT",1,2,0.5
"PANET","MEN1","Classic","CNA_driver",2,7,0.285714285714286
"PANET","MEN1","Classic","M",5,7,0.714285714285714
"PANET","MGA","Classic","M",1,1,1
"PANET","MTOR","WGD","WT",8,8,1
"PANET","MXD1","WGD","CI_M",1,1,1
"PANET","MYC","Classic","M",1,1,1
"PANET","NXF1","Classic","CNA_driver",1,1,1
"PANET","PDS5A","Classic","CI_M",1,1,1
"PANET","PDS5B","WGD","CI_M",2,2,1
"PANET","POLR3E","Classic","M",1,1,1
"PANET","PTEN","WGD","WT",9,9,1
"PANET","PTEN","HM","WT",2,2,1
"PANET","PTEN","Classic","WT",2,2,1
"PANET","RAD50","WGD","M",1,1,1
"PANET","RB1","Classic","M",1,1,1
"PANET","SETD2","WGD","M",1,12,0.0833333333333333
"PANET","SETD2","WGD","WT",11,12,0.916666666666667
"PANET","SETD2","HM","WT",2,2,1
"PANET","SETD2","Classic","WT",1,1,1
"PANET","SMAD4","WGD","M",1,1,1
"PANET","SMAD4","Classic","CNA_driver",1,1,1
"PANET","SMARCB1","WGD","WT",5,5,1
"PANET","SMARCB1","HM","WT",1,1,1
"PANET","SMARCB1","Classic","WT",1,1,1
"PANET","STAG1","WGD","CI_M",3,3,1
"PANET","STAG1","HM","CI_M",1,1,1
"PANET","TP53","WGD","M",1,1,1
"PANET","TP53","Classic","M",2,2,1
"PANET","TSC1","WGD","M",1,1,1
"PANET","TSC2","WGD","WT",11,11,1
"PANET","TSC2","HM","WT",3,3,1
"PANET","TSC2","Classic","M",1,1,1
"PANET","VHL","WGD","M",1,1,1
"PANET","VHL","Classic","M",1,1,1
"PANET","WT1","Classic","CNA_driver",1,1,1
"PANET","lncrna.ncrna::gencode::RMRP::ENSG00000269900.2","Classic","M",1,1,1
"PAST","ARID1B","Classic","WT",2,2,1
"PAST","ARID2","Classic","WT",1,1,1
"PAST","BRAF","Classic","WT",1,1,1
"PAST","EGFR","Classic","WT",1,1,1
"PAST","FBXW7","Classic","WT",1,1,1
"PAST","FGFR1","Classic","M",1,1,1
"PAST","KDM3B","Classic","WT",2,2,1
"PAST","KMT2C","Classic","WT",1,1,1
"PAST","KMT2D","Classic","WT",1,1,1
"PAST","KRAS","Classic","WT",1,1,1
"PAST","LDB1","Classic","WT",1,1,1
"PAST","NF1","Classic","M",1,1,1
"PAST","NSD1","Classic","WT",2,2,1
"PAST","PDGFRA","Classic","WT",1,1,1
"PAST","PTEN","Classic","WT",1,1,1
"PAST","PTPN11","Classic","WT",1,1,1
"PAST","SMO","Classic","WT",1,1,1
"PAST","SUFU","Classic","WT",1,1,1
"PRAD","ACVR2A","WGD","WT",14,14,1
"PRAD","ACVR2A","HM","WT",5,5,1
"PRAD","AKT1","WGD","WT",15,15,1
"PRAD","AKT1","HM","WT",5,5,1
"PRAD","AKT1","Classic","WT",2,2,1
"PRAD","ANK1","WGD","WT",20,20,1
"PRAD","ANK1","HM","WT",5,5,1
"PRAD","APC","WGD","WT",19,19,1
"PRAD","APC","HM","WT",1,1,1
"PRAD","ARID1A","WGD","WT",18,18,1
"PRAD","ARID1A","HM","M",1,2,0.5
"PRAD","ARID1A","HM","WT",1,2,0.5
"PRAD","ARID1B","WGD","WT",21,21,1
"PRAD","ARID1B","HM","WT",1,1,1
"PRAD","ARID2","Classic","M",1,1,1
"PRAD","ASXL1","WGD","WT",17,17,1
"PRAD","ASXL1","HM","WT",3,3,1
"PRAD","ASXL1","Classic","WT",3,3,1
"PRAD","ATM","WGD","WT",10,10,1
"PRAD","ATM","HM","M",1,9,0.111111111111111
"PRAD","ATM","HM","WT",8,9,0.888888888888889
"PRAD","BARD1","WGD","WT",11,11,1
"PRAD","BARD1","HM","WT",4,4,1
"PRAD","BCLAF1","WGD","WT",13,13,1
"PRAD","BCLAF1","HM","WT",3,3,1
"PRAD","BMP6","WGD","WT",12,12,1
"PRAD","BMP6","HM","WT",10,10,1
"PRAD","BRAF","WGD","WT",13,13,1
"PRAD","BRAF","HM","WT",8,8,1
"PRAD","BRAF","Classic","WT",3,3,1
"PRAD","BRCA1","HM","CNA_driver",1,1,1
"PRAD","BRCA2","WGD","WT",4,4,1
"PRAD","BRCA2","HM","WT",7,7,1
"PRAD","BRCA2","Classic","CNA_driver",1,1,1
"PRAD","BRD4","WGD","WT",15,15,1
"PRAD","BUB1B","WGD","CI_M",8,8,1
"PRAD","CAMTA1","WGD","WT",21,21,1
"PRAD","CAMTA1","HM","WT",4,4,1
"PRAD","CASZ1","WGD","WT",18,18,1
"PRAD","CASZ1","HM","WT",4,4,1
"PRAD","CDC20","WGD","CI_M",1,1,1
"PRAD","CDK12","WGD","WT",20,20,1
"PRAD","CDKN1B","WGD","CNA_driver",2,16,0.125
"PRAD","CDKN1B","WGD","WT",14,16,0.875
"PRAD","CDKN1B","HM","CNA_driver",2,3,0.666666666666667
"PRAD","CDKN1B","HM","WT",1,3,0.333333333333333
"PRAD","CDKN1B","Classic","CNA_driver",3,3,1
"PRAD","CLTCL1","WGD","WT",12,12,1
"PRAD","CNOT3","WGD","WT",11,11,1
"PRAD","CSMD3","WGD","WT",10,10,1
"PRAD","CSMD3","HM","WT",8,8,1
"PRAD","CSMD3","Classic","WT",6,6,1
"PRAD","CTNNA2","WGD","WT",10,10,1
"PRAD","CTNNB1","WGD","WT",20,20,1
"PRAD","CTNNB1","HM","WT",5,5,1
"PRAD","CTNNB1","Classic","M",1,5,0.2
"PRAD","CTNNB1","Classic","WT",4,5,0.8
"PRAD","DCC","WGD","WT",12,12,1
"PRAD","DCC","HM","WT",4,4,1
"PRAD","EPHA3","WGD","WT",10,10,1
"PRAD","EPHA3","HM","WT",1,1,1
"PRAD","EPHA3","Classic","WT",1,1,1
"PRAD","EPS15","WGD","WT",20,20,1
"PRAD","ERBB3","WGD","WT",16,16,1
"PRAD","ERBB3","HM","WT",1,1,1
"PRAD","ERBB4","WGD","WT",11,11,1
"PRAD","ERBB4","HM","WT",3,3,1
"PRAD","FAM174B","WGD","WT",21,21,1
"PRAD","FAM174B","HM","WT",4,4,1
"PRAD","FAM174B","Classic","WT",1,1,1
"PRAD","FANCA","WGD","WT",10,10,1
"PRAD","FANCA","HM","WT",1,1,1
"PRAD","FANCA","Classic","WT",1,1,1
"PRAD","FAT1","WGD","WT",6,6,1
"PRAD","FAT1","HM","WT",2,2,1
"PRAD","FAT3","WGD","WT",9,9,1
"PRAD","FAT3","HM","WT",5,5,1
"PRAD","FAT4","WGD","WT",6,6,1
"PRAD","FAT4","HM","WT",7,7,1
"PRAD","FBLN2","WGD","WT",21,21,1
"PRAD","FBLN2","HM","WT",7,7,1
"PRAD","FBLN2","Classic","WT",3,3,1
"PRAD","FOXA1","WGD","M",2,20,0.1
"PRAD","FOXA1","WGD","WT",18,20,0.9
"PRAD","FOXA1","HM","M",1,6,0.166666666666667
"PRAD","FOXA1","HM","WT",5,6,0.833333333333333
"PRAD","FOXA1","Classic","M",3,4,0.75
"PRAD","FOXA1","Classic","WT",1,4,0.25
"PRAD","FOXP1","WGD","WT",15,15,1
"PRAD","HRAS","WGD","WT",13,13,1
"PRAD","HRAS","HM","WT",6,6,1
"PRAD","IDH1","WGD","WT",11,11,1
"PRAD","IDH1","HM","WT",2,2,1
"PRAD","IL6ST","WGD","WT",10,10,1
"PRAD","IL6ST","HM","WT",1,1,1
"PRAD","JAK1","WGD","WT",14,14,1
"PRAD","KAT6B","WGD","WT",12,12,1
"PRAD","KAT6B","HM","WT",7,7,1
"PRAD","KIF11","WGD","CI_M",3,3,1
"PRAD","KIF18B","WGD","CI_M",1,1,1
"PRAD","KIF2A","WGD","CI_M",10,10,1
"PRAD","KIF2A","HM","CI_M",4,4,1
"PRAD","KMT2A","WGD","WT",9,9,1
"PRAD","KMT2A","HM","WT",8,8,1
"PRAD","KMT2C","WGD","WT",10,10,1
"PRAD","KMT2C","HM","WT",9,9,1
"PRAD","KMT2C","Classic","M",1,3,0.333333333333333
"PRAD","KMT2C","Classic","WT",2,3,0.666666666666667
"PRAD","KMT2D","WGD","WT",19,19,1
"PRAD","KMT2D","HM","WT",1,1,1
"PRAD","KRAS","WGD","WT",22,22,1
"PRAD","KRAS","HM","WT",1,1,1
"PRAD","LRP1B","WGD","WT",13,13,1
"PRAD","LRP1B","HM","WT",4,4,1
"PRAD","LZTR1","WGD","WT",12,12,1
"PRAD","MECOM","WGD","WT",20,20,1
"PRAD","MECOM","HM","WT",5,5,1
"PRAD","MECOM","Classic","WT",3,3,1
"PRAD","MGA","WGD","WT",19,19,1
"PRAD","MGA","HM","WT",2,2,1
"PRAD","MUC4","HM","M",1,1,1
"PRAD","MYEOV","WGD","WT",11,11,1
"PRAD","MYEOV","HM","WT",8,8,1
"PRAD","MYH11","WGD","WT",8,8,1
"PRAD","MYH11","HM","WT",4,4,1
"PRAD","NCOR1","WGD","WT",14,14,1
"PRAD","NCOR2","WGD","WT",5,5,1
"PRAD","NCOR2","HM","WT",14,14,1
"PRAD","NOTCH2","WGD","WT",13,13,1
"PRAD","PAX5","WGD","WT",16,16,1
"PRAD","PAX5","HM","WT",2,2,1
"PRAD","PDS5A","WGD","CI_M",2,2,1
"PRAD","PDS5B","WGD","CI_M",1,1,1
"PRAD","PIK3CA","WGD","WT",21,21,1
"PRAD","PIK3CA","HM","WT",10,10,1
"PRAD","PIK3CA","Classic","WT",2,2,1
"PRAD","PIK3CB","WGD","WT",20,20,1
"PRAD","PIK3CB","HM","WT",10,10,1
"PRAD","PIK3CB","Classic","WT",5,5,1
"PRAD","PIK3R1","WGD","WT",15,15,1
"PRAD","PIK3R1","HM","WT",1,1,1
"PRAD","PREX2","WGD","WT",9,9,1
"PRAD","PREX2","HM","WT",10,10,1
"PRAD","PREX2","Classic","WT",4,4,1
"PRAD","PRKCB","WGD","WT",7,7,1
"PRAD","PRKCB","HM","WT",4,4,1
"PRAD","PRKD1","WGD","WT",20,20,1
"PRAD","PRKD1","HM","WT",4,4,1
"PRAD","PRKD1","Classic","WT",2,2,1
"PRAD","PTEN","WGD","CNA_driver",1,9,0.111111111111111
"PRAD","PTEN","WGD","M",1,9,0.111111111111111
"PRAD","PTEN","WGD","WT",7,9,0.777777777777778
"PRAD","PTEN","HM","M",1,3,0.333333333333333
"PRAD","PTEN","HM","WT",2,3,0.666666666666667
"PRAD","PTEN","Classic","CNA_driver",4,5,0.8
"PRAD","PTEN","Classic","M",1,5,0.2
"PRAD","RB1","WGD","M",1,7,0.142857142857143
"PRAD","RB1","WGD","WT",6,7,0.857142857142857
"PRAD","RBFOX1","WGD","WT",13,13,1
"PRAD","RBFOX1","HM","WT",4,4,1
"PRAD","RHOA","WGD","WT",20,20,1
"PRAD","RHOA","HM","WT",1,1,1
"PRAD","RHOA","Classic","WT",2,2,1
"PRAD","RNF213","WGD","WT",15,15,1
"PRAD","RNF213","HM","WT",3,3,1
"PRAD","RNF43","WGD","WT",17,17,1
"PRAD","RNF43","HM","WT",3,3,1
"PRAD","ROBO2","WGD","WT",18,18,1
"PRAD","ROBO2","HM","WT",4,4,1
"PRAD","ROBO2","Classic","WT",3,3,1
"PRAD","ROS1","WGD","WT",15,15,1
"PRAD","ROS1","HM","WT",1,1,1
"PRAD","RUNX1T1","WGD","WT",8,8,1
"PRAD","RUNX1T1","HM","WT",8,8,1
"PRAD","RUNX1T1","Classic","WT",5,5,1
"PRAD","SETD2","WGD","WT",20,20,1
"PRAD","SETD2","HM","WT",4,4,1
"PRAD","SETD2","Classic","WT",2,2,1
"PRAD","SF3B1","WGD","WT",10,10,1
"PRAD","SF3B1","HM","WT",8,8,1
"PRAD","SMAD2","HM","CNA_driver",1,1,1
"PRAD","SMAD4","WGD","WT",12,12,1
"PRAD","SMAD4","HM","WT",4,4,1
"PRAD","SMC3","WGD","CI_M",4,4,1
"PRAD","SOX21","WGD","WT",13,13,1
"PRAD","SPEN","WGD","WT",15,15,1
"PRAD","SPEN","HM","WT",6,6,1
"PRAD","SPOP","WGD","M",1,20,0.05
"PRAD","SPOP","WGD","WT",19,20,0.95
"PRAD","SPOP","HM","M",1,4,0.25
"PRAD","SPOP","HM","WT",3,4,0.75
"PRAD","SPOP","Classic","M",3,3,1
"PRAD","STAG1","WGD","CI_M",15,15,1
"PRAD","STAG1","HM","CI_M",8,8,1
"PRAD","STAG1","Classic","CI_M",1,1,1
"PRAD","SUZ12","WGD","WT",22,22,1
"PRAD","TBX3","Classic","M",1,1,1
"PRAD","TFRC","WGD","WT",21,21,1
"PRAD","TFRC","HM","WT",1,1,1
"PRAD","TFRC","Classic","WT",2,2,1
"PRAD","TMPRSS2","WGD","WT",4,4,1
"PRAD","TP53","WGD","M",2,5,0.4
"PRAD","TP53","WGD","WT",3,5,0.6
"PRAD","TP53","HM","CNA_driver",1,1,1
