"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","n_WGD","n_HM","n_Classic","p_adj_local","p_adj_global"
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_Classic","CNA_driver",1,0,0,140.09485589201,86,10,36,1,1
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,86,10,36,NA,NA
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_Classic","M",0.0132157924211982,0.0930808295032707,0.00193909756091655,0.79309107742087,86,10,36,0.0586674028427516,0.0695626228697379
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_Classic","WT",0.0106249624116896,11.9956828119349,1.40589073718451,576.053582591957,86,10,36,0.0502201460753961,0.0581139248430674
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_WGD","CNA_driver",1,0,0,10.122807787819,86,10,36,1,1
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,86,10,36,NA,NA
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_WGD","M",0.283734602463606,4.5424326500497,0.0712560491054258,95.7922233501061,86,10,36,0.491856553611053,0.509911614141737
"pan_cancer","CREBBP","per_event_pairwise","HM_vs_WGD","WT",1,0.799497122008128,0.0847229725746287,39.8855658438673,86,10,36,1,1
"pan_cancer","CREBBP","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.669024930461188,2.14899723129797,0.228249162194409,105.014295646688,86,10,36,0.880860479585171,0.911845463185454
"pan_cancer","CREBBP","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,86,10,36,NA,NA
"pan_cancer","CREBBP","per_event_pairwise","WGD_vs_Classic","M",2.88859636212574e-11,0.0200136391353279,0.00207286188631274,0.0943792883715779,86,10,36,1.3555770070833e-09,2.59561015968156e-09
"pan_cancer","CREBBP","per_event_pairwise","WGD_vs_Classic","WT",1.06710385387202e-08,15.2866558897471,5.18411658458182,50.8224291699888,86,10,36,3.68993279996798e-07,6.712083240855e-07
"pan_cancer","CSMD3","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CSMD3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,93,24,82,NA,NA
"pan_cancer","CTNNA2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNA2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,105,4,5,NA,NA
"pan_cancer","CTNNB1","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,121,21,56,0.00165301964402414,0.00281677343146609
"pan_cancer","CTNNB1","pairwise_all_events","HM_vs_Classic",NA,6.46643751961579e-05,NA,NA,NA,121,21,56,0.00199022576992619,0.00267611029657946
"pan_cancer","CTNNB1","pairwise_all_events","HM_vs_WGD",NA,0.323303358245577,NA,NA,NA,121,21,56,0.511743029908713,0.52708244465491
"pan_cancer","CTNNB1","pairwise_all_events","WGD_vs_Classic",NA,2.51001663123914e-15,NA,NA,NA,121,21,56,3.47637303426621e-13,6.75194473803329e-13
"pan_cancer","CTNNB1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_HM_vs_rest","HM_vs_rest","M",0.465081210210629,0.626381014445342,0.171044798763915,1.90299978345582,121,21,56,1,1
"pan_cancer","CTNNB1","per_event_HM_vs_rest","HM_vs_rest","WT",0.465081210210629,1.59647239769152,0.525486134414591,5.84642156456481,121,21,56,1,1
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_Classic","M",6.4664375196158e-05,0.107960550822577,0.025922635173827,0.377545398006984,121,21,56,0.000696467123014358,0.00107036557890483
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_Classic","WT",6.4664375196158e-05,9.26264262622563,2.64868809229003,38.5763250261554,121,21,56,0.000696467123014358,0.00107036557890483
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_WGD","M",0.323303358245577,1.90169735737857,0.481447516335541,6.42812317805528,121,21,56,0.539112452708995,0.564099340739162
"pan_cancer","CTNNB1","per_event_pairwise","HM_vs_WGD","WT",0.323303358245577,0.525846027034749,0.155566402867615,2.07706959963432,121,21,56,0.539112452708995,0.564099340739162
"pan_cancer","CTNNB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,121,21,56,NA,NA
"pan_cancer","CTNNB1","per_event_pairwise","WGD_vs_Classic","M",2.51001663123918e-15,0.0558264719093374,0.0227622470935386,0.128565369941556,121,21,56,1.49916447884013e-13,2.87054629281718e-13
"pan_cancer","CTNNB1","per_event_pairwise","WGD_vs_Classic","WT",2.51001663123919e-15,17.9126490677042,7.77814430475785,43.9323936644137,121,21,56,1.49916447884013e-13,2.87054629281718e-13
"pan_cancer","CTNND2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CTNND2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,75,9,10,NA,NA
"pan_cancer","CUX1","global","Classic_vs_HM_vs_WGD",NA,0.249375312343828,NA,NA,NA,66,3,20,0.331643456622204,0.359564403844589
"pan_cancer","CUX1","pairwise_all_events","HM_vs_Classic",NA,1,NA,NA,NA,66,3,20,1,1
"pan_cancer","CUX1","pairwise_all_events","WGD_vs_Classic",NA,0.232558139534884,NA,NA,NA,66,3,20,0.415603900975244,0.422690131992458
"pan_cancer","CUX1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,1098.82212018368,66,3,20,1,1
"pan_cancer","CUX1","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.000910065406976747,Inf,66,3,20,1,1
"pan_cancer","CUX1","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","HM_vs_Classic","M",1,0,0,258.952053408861,66,3,20,1,1
"pan_cancer","CUX1","per_event_pairwise","HM_vs_Classic","WT",1,Inf,0.00386171875,Inf,66,3,20,1,1
"pan_cancer","CUX1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,66,3,20,NA,NA
"pan_cancer","CUX1","per_event_pairwise","WGD_vs_Classic","M",0.232558139534884,0,0,11.8181953252085,66,3,20,0.442871587462083,0.461036054703688
"pan_cancer","CUX1","per_event_pairwise","WGD_vs_Classic","WT",0.232558139534884,Inf,0.0846152879083825,Inf,66,3,20,0.442871587462083,0.461036054703688
"pan_cancer","DAXX","global","Classic_vs_WGD",NA,0.06993006993007,NA,NA,NA,9,2,4,0.107392607392607,0.138078482027527
"pan_cancer","DAXX","pairwise_all_events","WGD_vs_Classic",NA,0.06993006993007,NA,NA,NA,9,2,4,0.172022977798479,0.194610236932538
"pan_cancer","DAXX","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,9,2,4,NA,NA
"pan_cancer","DAXX","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,9,2,4,NA,NA
"pan_cancer","DAXX","per_event_pairwise","WGD_vs_Classic","M",0.0699300699300699,0,0,1.40570846753173,9,2,4,0.197031039136302,0.224062694808086
"pan_cancer","DAXX","per_event_pairwise","WGD_vs_Classic","WT",0.0699300699300699,Inf,0.71138505820904,Inf,9,2,4,0.197031039136302,0.224062694808086
"pan_cancer","DCC","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,75,7,10,0.00165301964402414,0.00281677343146609
"pan_cancer","DCC","pairwise_all_events","HM_vs_Classic",NA,0.0119940029985007,NA,NA,NA,75,7,10,0.0431329803799439,0.0512124889935984
"pan_cancer","DCC","pairwise_all_events","HM_vs_WGD",NA,1,NA,NA,NA,75,7,10,1,1
"pan_cancer","DCC","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,75,7,10,0.00276861569215392,0.00407372071539988
"pan_cancer","DCC","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",1,0,0,9.61904595413741,75,7,10,1,1
"pan_cancer","DCC","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,75,7,10,NA,NA
"pan_cancer","DCC","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,68.4295275841872,75,7,10,1,1
"pan_cancer","DCC","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.143471393517988,Inf,75,7,10,1,1
"pan_cancer","DCC","per_event_pairwise","HM_vs_Classic","CNA_driver",0.0441176470588235,0,0,1.25321539915857,75,7,10,0.142784700086931,0.166167664670659
"pan_cancer","DCC","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,75,7,10,NA,NA
"pan_cancer","DCC","per_event_pairwise","HM_vs_Classic","M",0.485294117647059,0,0,7.62518914351141,75,7,10,0.719725136104103,0.738210399032648
"pan_cancer","DCC","per_event_pairwise","HM_vs_Classic","WT",0.00982106129164953,Inf,1.71276289041119,Inf,75,7,10,0.0480895915678525,0.0569405971068021
"pan_cancer","DCC","per_event_pairwise","HM_vs_WGD","CNA_driver",1,0,0,60.3466145161236,75,7,10,1,1
"pan_cancer","DCC","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,75,7,10,NA,NA
"pan_cancer","DCC","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,75,7,10,NA,NA
"pan_cancer","DCC","per_event_pairwise","HM_vs_WGD","WT",1,Inf,0.0165709378731232,Inf,75,7,10,1,1
"pan_cancer","DCC","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.000144893055565584,0.0304667921994579,0.00236579418463729,0.237595035799043,75,7,10,0.00128641537171066,0.00200302707584071
"pan_cancer","DCC","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,75,7,10,NA,NA
"pan_cancer","DCC","per_event_pairwise","WGD_vs_Classic","M",0.0126050420168067,0,0,0.671520392445012,75,7,10,0.0567226890756302,0.0669077757685352
"pan_cancer","DCC","per_event_pairwise","WGD_vs_Classic","WT",8.17000030824984e-07,72.2431004597554,9.32534879553507,1001.32338383067,75,7,10,1.85092765604143e-05,3.21183137118072e-05
"pan_cancer","DDR2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DDR2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,10,7,49,NA,NA
"pan_cancer","DHX9","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DHX9","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,12,6,50,NA,NA
"pan_cancer","DNMT3A","global","Classic_vs_HM_vs_WGD",NA,0.0249875062468766,NA,NA,NA,52,5,9,0.0453998352936208,0.0600474956320289
"pan_cancer","DNMT3A","pairwise_all_events","HM_vs_Classic",NA,0.505494505494505,NA,NA,NA,52,5,9,0.686721109198948,0.693394706559264
"pan_cancer","DNMT3A","pairwise_all_events","WGD_vs_Classic",NA,0.019672131147541,NA,NA,NA,52,5,9,0.0633625619519634,0.0734972677595628
"pan_cancer","DNMT3A","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,70.5364105205319,52,5,9,1,1
"pan_cancer","DNMT3A","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.0141770752526302,Inf,52,5,9,1,1
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_Classic","M",0.505494505494505,0,0,9.81290659466181,52,5,9,0.73475639404843,0.747252747252747
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_Classic","WT",0.505494505494505,Inf,0.101906605382751,Inf,52,5,9,0.73475639404843,0.747252747252747
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,52,5,9,NA,NA
"pan_cancer","DNMT3A","per_event_pairwise","WGD_vs_Classic","M",0.019672131147541,0,0,0.867549646915703,52,5,9,0.0773927554726613,0.0903194926408999
"pan_cancer","DNMT3A","per_event_pairwise","WGD_vs_Classic","WT",0.019672131147541,Inf,1.15267178490036,Inf,52,5,9,0.0773927554726613,0.0903194926408999
"pan_cancer","DROSHA","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,41,1,5,NA,NA
"pan_cancer","DROSHA","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,41,1,5,NA,NA
"pan_cancer","DROSHA","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,41,1,5,NA,NA
"pan_cancer","DROSHA","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,41,1,5,NA,NA
"pan_cancer","EBF1","global","Classic_vs_WGD",NA,1,NA,NA,NA,5,1,9,1,1
"pan_cancer","EBF1","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,5,1,9,1,1
"pan_cancer","EBF1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,5,1,9,NA,NA
"pan_cancer","EBF1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,1,9,NA,NA
"pan_cancer","EBF1","per_event_pairwise","WGD_vs_Classic","M",1,0.558110497348994,0.0311371897686658,7.71793302543833,5,1,9,1,1
"pan_cancer","EBF1","per_event_pairwise","WGD_vs_Classic","WT",1,1.79175988401932,0.129568369757032,32.1159361981448,5,1,9,1,1
"pan_cancer","EGFR","global","Classic_vs_WGD",NA,1,NA,NA,NA,19,1,7,1,1
"pan_cancer","EGFR","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,19,1,7,1,1
"pan_cancer","EGFR","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00946217105263158,Inf,19,1,7,1,1
"pan_cancer","EGFR","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,19,1,7,NA,NA
"pan_cancer","EGFR","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,19,1,7,NA,NA
"pan_cancer","EGFR","per_event_pairwise","WGD_vs_Classic","WT",1,0,0,105.683990961238,19,1,7,1,1
"pan_cancer","EIF4A2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,15,3,5,NA,NA
"pan_cancer","EIF4A2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,15,3,5,NA,NA
