"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","n_WGD","n_HM","n_Classic","p_adj_local","p_adj_global"
"BRCA","NCOR2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,15,1,3,NA,NA
"BRCA","NCOR2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,15,1,3,NA,NA
"BRCA","NCOR2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,15,1,3,NA,NA
"BRCA","NCOR2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,15,1,3,NA,NA
"BRCA","NF1","global","Classic_vs_WGD",NA,0.502748625687156,NA,NA,NA,13,0,3,0.608590441621295,0.613590842374089
"BRCA","NF1","pairwise_all_events","WGD_vs_Classic",NA,0.48775612193903,NA,NA,NA,13,0,3,0.593790061490994,0.683729128014842
"BRCA","NF1","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00593269230769231,Inf,13,0,3,1,1
"BRCA","NF1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,13,0,3,NA,NA
"BRCA","NF1","per_event_pairwise","WGD_vs_Classic","M",0.35,0.196112376435347,0.00197537985129872,19.5766525602201,13,0,3,0.536666666666667,0.591006711409396
"BRCA","NF1","per_event_pairwise","WGD_vs_Classic","WT",0.489285714285714,2.54678944318704,0.0311767949642596,78.6539759301953,13,0,3,0.703348214285714,0.738639348568427
"BRCA","NOTCH1","global","Classic_vs_WGD",NA,0.176470588235294,NA,NA,NA,14,0,3,0.312217194570136,0.279111644657863
"BRCA","NOTCH1","pairwise_all_events","WGD_vs_Classic",NA,0.176470588235294,NA,NA,NA,14,0,3,0.338630684657671,0.365158371040724
"BRCA","NOTCH1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,14,0,3,NA,NA
"BRCA","NOTCH1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,14,0,3,NA,NA
"BRCA","NOTCH1","per_event_pairwise","WGD_vs_Classic","M",0.176470588235294,0,0,8.35714727464203,14,0,3,0.334327834327834,0.402173913043478
"BRCA","NOTCH1","per_event_pairwise","WGD_vs_Classic","WT",0.176470588235294,Inf,0.11965805640811,Inf,14,0,3,0.334327834327834,0.402173913043478
"BRCA","NOTCH2","global","Classic_vs_WGD",NA,0.135475051264525,NA,NA,NA,18,0,4,0.298701298701299,0.224584309582902
"BRCA","NOTCH2","pairwise_all_events","WGD_vs_Classic",NA,0.135475051264525,NA,NA,NA,18,0,4,0.307692307692308,0.30753408261736
"BRCA","NOTCH2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,18,0,4,NA,NA
"BRCA","NOTCH2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,18,0,4,NA,NA
"BRCA","NOTCH2","per_event_pairwise","WGD_vs_Classic","M",0.135475051264525,0.143952558760961,0.0062995165349153,2.97302572030359,18,0,4,0.308035714285714,0.347103084502592
"BRCA","NOTCH2","per_event_pairwise","WGD_vs_Classic","WT",0.135475051264525,6.94673306683306,0.336357668610377,158.742340695109,18,0,4,0.308035714285714,0.347103084502592
"BRCA","NTRK1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","NTRK1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,9,3,12,NA,NA
"BRCA","PIK3CA","global","Classic_vs_HM_vs_WGD",NA,0.00699650174912544,NA,NA,NA,18,4,12,0.0229885057471264,0.0216891554222889
"BRCA","PIK3CA","pairwise_all_events","HM_vs_Classic",NA,0.00949525237381309,NA,NA,NA,18,4,12,0.0379810094952524,0.0436619297189012
"BRCA","PIK3CA","pairwise_all_events","HM_vs_WGD",NA,0.223888055972014,NA,NA,NA,18,4,12,0.363818090954523,0.419986558444915
"BRCA","PIK3CA","pairwise_all_events","WGD_vs_Classic",NA,0.0189905047476262,NA,NA,NA,18,4,12,0.0590815703259481,0.0714467940854747
"BRCA","PIK3CA","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.224598930481283,8.51254646696222,0.0925206792316332,777.350114015546,18,4,12,0.368663594470046,1
"BRCA","PIK3CA","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,18,4,12,NA,NA
"BRCA","PIK3CA","per_event_HM_vs_rest","HM_vs_rest","M",0.105226841469726,0,0,1.590080038152,18,4,12,0.280604910585935,1
"BRCA","PIK3CA","per_event_HM_vs_rest","HM_vs_rest","WT",0.32258064516129,3.77405454549348,0.267155880838203,217.520193062101,18,4,12,0.368663594470046,1
"BRCA","PIK3CA","per_event_pairwise","HM_vs_Classic","CNA_driver",0.25,Inf,0.0769229687500001,Inf,18,4,12,0.43125,0.47869101978691
"BRCA","PIK3CA","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,18,4,12,NA,NA
"BRCA","PIK3CA","per_event_pairwise","HM_vs_Classic","M",0.00824175824175826,0,0,0.619470192795424,18,4,12,0.0516983016983018,0.0503307372239412
"BRCA","PIK3CA","per_event_pairwise","HM_vs_Classic","WT",0.0631868131868133,11.8057008694924,0.620463365996214,856.202024527109,18,4,12,0.224025974025974,0.211970695970696
"BRCA","PIK3CA","per_event_pairwise","HM_vs_WGD","CNA_driver",0.337662337662338,5.04986875370365,0.0542419302950271,467.892764893183,18,4,12,0.529515938606848,0.581474177246395
"BRCA","PIK3CA","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,18,4,12,NA,NA
"BRCA","PIK3CA","per_event_pairwise","HM_vs_WGD","M",0.54066985645933,0,0,4.11706165323908,18,4,12,0.746124401913876,0.771159500482809
"BRCA","PIK3CA","per_event_pairwise","HM_vs_WGD","WT",1,1.85731951252601,0.119045073270379,114.24345227117,18,4,12,1,1
"BRCA","PIK3CA","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.017109375,Inf,18,4,12,1,1
"BRCA","PIK3CA","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,18,4,12,NA,NA
"BRCA","PIK3CA","per_event_pairwise","WGD_vs_Classic","M",0.0106104842315684,0.109153530925811,0.0088872595368608,0.745620456533819,18,4,12,0.0563171855367862,0.0581139248430674
"BRCA","PIK3CA","per_event_pairwise","WGD_vs_Classic","WT",0.0255563947349634,7.29517595021446,1.08033205511316,88.380857149133,18,4,12,0.117559415780831,0.111631752002027
"BRCA","PLAG1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,9,1,7,NA,NA
"BRCA","PLAG1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,9,1,7,NA,NA
"BRCA","PLAG1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,9,1,7,NA,NA
"BRCA","PLAG1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,9,1,7,NA,NA
"BRCA","PPM1D","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PPM1D","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,5,3,7,NA,NA
"BRCA","PREX2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,7,0,7,NA,NA
"BRCA","PREX2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,7,0,7,NA,NA
"BRCA","PREX2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,7,0,7,NA,NA
"BRCA","PREX2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,7,0,7,NA,NA
"BRCA","PTEN","global","Classic_vs_WGD",NA,0.0164917541229385,NA,NA,NA,16,0,3,0.0474137931034483,0.0429617124211004
"BRCA","PTEN","pairwise_all_events","WGD_vs_Classic",NA,0.0124937531234383,NA,NA,NA,16,0,3,0.043728135932034,0.0525128060969515
"BRCA","PTEN","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00482324218750001,Inf,16,0,3,1,1
"BRCA","PTEN","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,16,0,3,NA,NA
"BRCA","PTEN","per_event_pairwise","WGD_vs_Classic","M",0.0175438596491228,0,0,0.80747965298165,16,0,3,0.0864661654135337,0.0845600591517106
"BRCA","PTEN","per_event_pairwise","WGD_vs_Classic","WT",0.0505675954592363,20.3823742927511,0.646393988682212,1840.77267018957,16,0,3,0.205244946275724,0.182275172171116
"BRCA","RB1","global","Classic_vs_WGD",NA,0.171414292853573,NA,NA,NA,19,2,5,0.312217194570136,0.272504773254398
"BRCA","RB1","pairwise_all_events","WGD_vs_Classic",NA,0.181409295352324,NA,NA,NA,19,2,5,0.338630684657671,0.370523415977962
"BRCA","RB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.179277244494636,0.194856563816108,0.0100115567364237,3.63254613206644,19,2,5,0.334327834327834,0.403734718499456
"BRCA","RB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,19,2,5,NA,NA
"BRCA","RB1","per_event_pairwise","WGD_vs_Classic","M",0.521245059288538,0.488207738166206,0.0201398302140653,34.6330126663046,19,2,5,0.73399814471243,0.75544502832371
"BRCA","RB1","per_event_pairwise","WGD_vs_Classic","WT",0.126482213438735,5.14382940793078,0.435149808063278,82.4674076348381,19,2,5,0.308035714285714,0.330799635147461
"BRCA","RGS7","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,3,1,14,NA,NA
"BRCA","RGS7","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,3,1,14,NA,NA
"BRCA","RGS7","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,3,1,14,NA,NA
"BRCA","RGS7","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,3,1,14,NA,NA
"BRCA","SETDB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,9,1,11,NA,NA
"BRCA","SETDB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,9,1,11,NA,NA
"BRCA","SETDB1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,9,1,11,NA,NA
"BRCA","SETDB1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,9,1,11,NA,NA
"BRCA","SMARCD1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,20,0,3,NA,NA
"BRCA","SMARCD1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,20,0,3,NA,NA
"BRCA","SMARCD1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,20,0,3,NA,NA
"BRCA","SMARCD1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,20,0,3,NA,NA
"BRCA","TBL1XR1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,12,2,4,NA,NA
"BRCA","TBL1XR1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,12,2,4,NA,NA
"BRCA","TBL1XR1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,12,2,4,NA,NA
"BRCA","TBL1XR1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,12,2,4,NA,NA
"BRCA","TBX3","global","Classic_vs_WGD",NA,0.210526315789474,NA,NA,NA,15,0,4,0.317528735632184,0.318356867779204
"BRCA","TBX3","pairwise_all_events","WGD_vs_Classic",NA,0.210526315789474,NA,NA,NA,15,0,4,0.363818090954523,0.401642403882046
"BRCA","TBX3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,15,0,4,NA,NA
"BRCA","TBX3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,15,0,4,NA,NA
"BRCA","TBX3","per_event_pairwise","WGD_vs_Classic","M",0.210526315789474,0,0,10.4000089740702,15,0,4,0.37246963562753,0.440669060338033
"BRCA","TBX3","per_event_pairwise","WGD_vs_Classic","WT",0.210526315789474,Inf,0.0961537631835934,Inf,15,0,4,0.37246963562753,0.440669060338033
"BRCA","TP53","global","Classic_vs_HM_vs_WGD",NA,0.190404797601199,NA,NA,NA,24,6,6,0.312807881773399,0.295127436281859
"BRCA","TP53","pairwise_all_events","HM_vs_WGD",NA,0.317341329335332,NA,NA,NA,24,6,6,0.42312177244711,0.518935061344708
"BRCA","TP53","pairwise_all_events","WGD_vs_Classic",NA,0.31384307846077,NA,NA,NA,24,6,6,0.42312177244711,0.51477919576797
"BRCA","TP53","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",1,0,0,194.410692588092,24,6,6,1,1
"BRCA","TP53","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_HM_vs_rest","HM_vs_rest","M",0.302610340323813,Inf,0.401890492901946,Inf,24,6,6,0.368663594470046,1
"BRCA","TP53","per_event_HM_vs_rest","HM_vs_rest","WT",0.302009660169053,0,0,2.97437067719694,24,6,6,0.368663594470046,1
"BRCA","TP53","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","HM_vs_WGD","CNA_driver",1,0,0,155.623100303951,24,6,6,1,1
"BRCA","TP53","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","HM_vs_WGD","M",0.140548187444739,Inf,0.544350283894545,Inf,24,6,6,0.308035714285714,0.352380952380953
"BRCA","TP53","per_event_pairwise","HM_vs_WGD","WT",0.15501326259947,0,0,2.22820604482045,24,6,6,0.314585738804806,0.372150160973536
"BRCA","TP53","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00642578125,Inf,24,6,6,1,1
"BRCA","TP53","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,24,6,6,NA,NA
"BRCA","TP53","per_event_pairwise","WGD_vs_Classic","M",0.140548187444739,0,0,1.8370524083234,24,6,6,0.308035714285714,0.352380952380953
"BRCA","TP53","per_event_pairwise","WGD_vs_Classic","WT",0.15501326259947,Inf,0.448791529995413,Inf,24,6,6,0.314585738804806,0.372150160973536
"BRCA","UBR5","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,5,0,13,NA,NA
"BRCA","UBR5","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,0,13,NA,NA
"BRCA","UBR5","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,5,0,13,NA,NA
"BRCA","UBR5","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,5,0,13,NA,NA
"CCRCC","AKAP9","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","AKAP9","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,4,3,8,NA,NA
"CCRCC","ARHGAP35","global","Classic_vs_HM_vs_WGD",NA,0.00249875062468766,NA,NA,NA,5,3,4,0.0174912543728136,0.00880241697333152
"CCRCC","ARHGAP35","pairwise_all_events","HM_vs_Classic",NA,0.0285714285714286,NA,NA,NA,5,3,4,0.0599700149925037,0.101532979082321
"CCRCC","ARHGAP35","pairwise_all_events","WGD_vs_Classic",NA,0.00793650793650794,NA,NA,NA,5,3,4,0.0599700149925037,0.0387553970762367
"CCRCC","ARHGAP35","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_HM_vs_rest","HM_vs_rest","M",0.490909090909091,0,0,4.91393359113287,5,3,4,0.930833477085849,1
"CCRCC","ARHGAP35","per_event_HM_vs_rest","HM_vs_rest","WT",0.490909090909091,Inf,0.203502953683478,Inf,5,3,4,0.930833477085849,1
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_Classic","M",0.0285714285714286,0,0,1.08009055055785,5,3,4,0.0793650793650793,0.121096842195836
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_Classic","WT",0.0285714285714286,Inf,0.925848299925889,Inf,5,3,4,0.0793650793650793,0.121096842195836
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,3,4,NA,NA
"CCRCC","ARHGAP35","per_event_pairwise","WGD_vs_Classic","M",0.00793650793650794,0,0,0.571314063301162,5,3,4,0.0793650793650793,0.048703058459156
"CCRCC","ARHGAP35","per_event_pairwise","WGD_vs_Classic","WT",0.00793650793650794,Inf,1.750350751427,Inf,5,3,4,0.0793650793650793,0.048703058459156
"CCRCC","ASXL1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ASXL1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,4,4,0,NA,NA
"CCRCC","ATM","global","Classic_vs_WGD",NA,0.0285714285714286,NA,NA,NA,4,2,3,0.05,0.0681318681318681
"CCRCC","ATM","pairwise_all_events","WGD_vs_Classic",NA,0.0285714285714286,NA,NA,NA,4,2,3,0.0599700149925037,0.101532979082321
"CCRCC","ATM","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,4,2,3,NA,NA
"CCRCC","ATM","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,4,2,3,NA,NA
"CCRCC","ATM","per_event_pairwise","WGD_vs_Classic","M",0.0285714285714286,0,0,1.08009055055785,4,2,3,0.0793650793650793,0.121096842195836
"CCRCC","ATM","per_event_pairwise","WGD_vs_Classic","WT",0.0285714285714286,Inf,0.925848299925889,Inf,4,2,3,0.0793650793650793,0.121096842195836
"CCRCC","BAP1","global","Classic_vs_WGD",NA,0.024487756121939,NA,NA,NA,5,0,6,0.05,0.0593062843578211
"CCRCC","BAP1","pairwise_all_events","WGD_vs_Classic",NA,0.0299850074962519,NA,NA,NA,5,0,6,0.0599700149925037,0.104752818395997
"CCRCC","BAP1","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,0,0,46.7665327000365,5,0,6,1,1
"CCRCC","BAP1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,0,6,NA,NA
"CCRCC","BAP1","per_event_pairwise","WGD_vs_Classic","M",0.0800865800865801,0.0743347526548088,0.000861781393863978,1.6630360702084,5,0,6,0.20021645021645,0.243455829518658
"CCRCC","BAP1","per_event_pairwise","WGD_vs_Classic","WT",0.0151515151515151,Inf,1.26944084361774,Inf,5,0,6,0.0793650793650793,0.0749788910779623
"CCRCC","CHD4","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CHD4","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,4,3,2,NA,NA
"CCRCC","CREBBP","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,3,4,1,NA,NA
"CCRCC","CREBBP","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,3,4,1,NA,NA
